-- phpMyAdmin SQL Dump
-- version 2.11.7
-- http://www.phpmyadmin.net
--
-- Host: localhost
-- Generation Time: Jul 10, 2008 at 12:20 PM
-- Server version: 5.0.58
-- PHP Version: 5.2.6

SET SQL_MODE="NO_AUTO_VALUE_ON_ZERO";

--
-- Database: `bender1`
--

-- --------------------------------------------------------

--
-- Table structure for table `tbl`
--

CREATE TABLE IF NOT EXISTS `tbl` (
  `id` int(11) NOT NULL auto_increment,
  `ti` int(11) NOT NULL,
  `os` tinyint(4) NOT NULL,
  `br` tinyint(4) NOT NULL,
  `cn` smallint(6) NOT NULL,
  `ip` int(11) NOT NULL,
  `ok` tinyint(4) NOT NULL,
  `sp` tinyint(4) NOT NULL default '0',
  `ma` tinyint(4) NOT NULL default '0',
  `mi` tinyint(4) NOT NULL default '0',
  UNIQUE KEY `ip` (`ip`),
  KEY `id` (`id`)
) ENGINE=MyISAM  DEFAULT CHARSET=latin1 AUTO_INCREMENT=15754 ;

--
-- Dumping data for table `tbl`
--

INSERT INTO `tbl` (`id`, `ti`, `os`, `br`, `cn`, `ip`, `ok`, `sp`, `ma`, `mi`) VALUES
(8625, 1215588282, 3, 2, 185, 1504292841, 0, 0, 7, 0),
(8626, 1215588282, 3, 2, 0, -711654577, 1, 2, 6, 0),
(8627, 1215588283, 2, 2, 49, -1102866668, 0, 0, 7, 0),
(8628, 1215588296, 3, 2, 13, -906277664, 0, 0, 6, 0),
(8629, 1215588307, 3, 2, 108, -641097483, 0, 0, 6, 0),
(8630, 1215588307, 3, 2, 187, 1466767261, 0, 0, 6, 0),
(8631, 1215588333, 2, 2, 38, 1249802070, 1, 2, 6, 0),
(8632, 1215588364, 3, 2, 185, 1334788738, 0, 0, 6, 0),
(8633, 1215588369, 3, 2, 103, 1001694256, 0, 0, 7, 0),
(8634, 1215588377, 2, 2, 99, -709726550, 0, 0, 7, 0),
(8635, 1215588385, 2, 3, 185, -1030314658, 0, 0, 2, 15),
(8636, 1215588404, 2, 2, 102, -2075610911, 1, 7, 7, 0),
(8637, 1215588407, 2, 3, 56, 1292572570, 0, 0, 2, 15),
(8638, 1215588417, 3, 2, 185, -735294520, 0, 0, 6, 0),
(8639, 1215588442, 2, 2, 185, -737824358, 0, 0, 7, 0),
(8640, 1215588446, 5, 2, 0, -1408200526, 0, 0, 7, 0),
(8641, 1215588458, 2, 3, 99, 1501850708, 0, 0, 1, 12),
(8642, 1215588460, 3, 2, 222, -1047858128, 0, 0, 6, 0),
(8643, 1215588464, 2, 2, 67, 1474019255, 1, 2, 6, 0),
(8644, 1215588483, 2, 2, 99, 1370993691, 0, 0, 7, 0),
(8645, 1215588490, 3, 2, 56, 1437951912, 0, 0, 6, 0),
(8646, 1215588501, 5, 2, 185, 1427063234, 0, 0, 5, 5),
(8647, 1215588507, 2, 2, 103, 2057572262, 0, 0, 7, 0),
(8648, 1215588509, 2, 1, 185, 1536113581, 0, 0, 9, 26),
(8649, 1215588540, 3, 2, 99, 1384362791, 0, 0, 6, 0),
(8650, 1215588583, 3, 2, 61, 700973725, 0, 0, 6, 0),
(8651, 1215588592, 3, 2, 185, 1435317010, 0, 0, 6, 0),
(8652, 1215588596, 3, 2, 13, -1095901534, 0, 0, 6, 0),
(8653, 1215588598, 2, 2, 161, 1414879083, 0, 0, 7, 0),
(8654, 1215588601, 2, 1, 185, 1372792106, 0, 0, 9, 24),
(8655, 1215588601, 5, 2, 225, -1017299930, 0, 0, 7, 0),
(8656, 1215588629, 3, 2, 67, 1477067132, 0, 0, 6, 0),
(8657, 1215588637, 3, 2, 48, 2101695750, 0, 0, 6, 0),
(8658, 1215588659, 3, 2, 103, 1975756368, 0, 0, 6, 0),
(8659, 1215588662, 3, 2, 99, -704783870, 0, 0, 6, 0),
(8660, 1215588677, 2, 2, 56, 1351020496, 0, 0, 7, 0),
(8661, 1215588680, 3, 2, 227, 1409434157, 0, 0, 6, 0),
(8662, 1215588700, 2, 2, 99, 1409507073, 0, 0, 7, 0),
(8663, 1215588711, 1, 2, 225, 1252519838, 0, 0, 6, 0),
(8664, 1215588716, 2, 3, 99, 1534635824, 0, 0, 2, 7),
(8665, 1215588728, 2, 2, 67, 1395552892, 0, 0, 7, 0),
(8666, 1215588737, 2, 2, 46, -1104228391, 0, 0, 7, 0),
(8667, 1215588738, 2, 2, 67, 1335108884, 1, 3, 7, 0),
(8668, 1215588756, 3, 2, 185, -735242285, 0, 0, 6, 0),
(8669, 1215588760, 3, 2, 99, 1502038323, 1, 2, 6, 0),
(8670, 1215588790, 2, 3, 103, 2057446079, 0, 0, 2, 15),
(8671, 1215588801, 3, 2, 67, 1396333657, 0, 0, 6, 0),
(8672, 1215588812, 3, 2, 56, 1437728571, 0, 0, 6, 0),
(8673, 1215588824, 3, 2, 38, 1676988572, 0, 0, 6, 0),
(8674, 1215588827, 3, 2, 230, -1104922280, 0, 0, 6, 0),
(8675, 1215588829, 2, 2, 67, 1403381615, 0, 0, 7, 0),
(8676, 1215588840, 2, 3, 56, 1420837620, 0, 0, 2, 15),
(8677, 1215588850, 2, 2, 67, 1335059870, 0, 0, 7, 0),
(8678, 1215588860, 3, 2, 56, 1304077455, 0, 0, 6, 0),
(8679, 1215588863, 3, 2, 0, -1062730478, 1, 3, 6, 0),
(8680, 1215588867, 5, 1, 185, 1519812382, 0, 0, 9, 51),
(8681, 1215588907, 3, 2, 102, 1416469427, 1, 6, 6, 0),
(8682, 1215588930, 3, 2, 15, -1016146422, 0, 0, 6, 0),
(8683, 1215588950, 3, 2, 185, 1441408249, 0, 0, 6, 0),
(8684, 1215588960, 2, 2, 134, 704215134, 0, 0, 7, 0),
(8685, 1215588963, 5, 3, 74, 1391220433, 0, 0, 2, 15),
(8686, 1215588963, 3, 2, 210, -562337384, 0, 0, 6, 0),
(8687, 1215588963, 2, 2, 63, 1489266560, 0, 0, 7, 0),
(8688, 1215588986, 3, 2, 56, 1551183237, 0, 0, 6, 0),
(8689, 1215588997, 3, 2, 185, -646561232, 1, 2, 6, 0),
(8690, 1215589023, 2, 3, 103, 2057783690, 0, 0, 2, 15),
(8691, 1215589042, 2, 2, 225, -798603120, 0, 0, 6, 0),
(8692, 1215589043, 2, 2, 56, 1420255511, 1, 3, 7, 0),
(8693, 1215589043, 3, 2, 67, 1405050134, 0, 0, 6, 0),
(8694, 1215589043, 3, 2, 185, -721912534, 1, 3, 6, 0),
(8695, 1215589054, 2, 3, 174, 1394275789, 0, 0, 2, 15),
(8696, 1215589055, 2, 2, 102, -2075612889, 0, 0, 7, 0),
(8697, 1215589067, 3, 2, 222, -711275545, 1, 2, 6, 0),
(8698, 1215589080, 2, 2, 56, 1413010745, 0, 0, 7, 0),
(8699, 1215589099, 2, 2, 222, -1011777894, 0, 0, 7, 0),
(8700, 1215589099, 3, 2, 185, -728224980, 0, 0, 6, 0),
(8701, 1215589105, 3, 2, 210, -562336993, 0, 0, 6, 0),
(8702, 1215589118, 2, 2, 222, 1298992757, 1, 3, 7, 0),
(8703, 1215589146, 2, 2, 0, 179241843, 0, 0, 7, 0),
(8704, 1215589171, 3, 2, 99, 1370994051, 1, 5, 6, 0),
(8705, 1215589173, 2, 2, 185, -649980340, 1, 2, 6, 0),
(8706, 1215589174, 1, 2, 0, -1062730854, 0, 0, 6, 0),
(8707, 1215589177, 2, 2, 77, 1043875389, 0, 0, 7, 0),
(8708, 1215589196, 2, 2, 185, -652421821, 0, 0, 7, 0),
(8709, 1215589203, 3, 2, 111, 2030055948, 0, 0, 6, 0),
(8710, 1215589228, 3, 2, 184, -644078317, 0, 0, 6, 0),
(8711, 1215589244, 3, 2, 103, -578363012, 1, 2, 6, 0),
(8712, 1215589255, 3, 2, 100, -895964156, 0, 0, 6, 0),
(8713, 1215589258, 4, 2, 163, -900783874, 0, 0, 6, 0),
(8714, 1215589259, 5, 2, 0, -1062726615, 0, 0, 5, 5),
(8715, 1215589261, 3, 2, 174, 1394270837, 0, 0, 6, 0),
(8716, 1215589264, 2, 2, 185, 1551686935, 1, 3, 7, 0),
(8717, 1215589265, 2, 2, 185, 1315608696, 1, 3, 7, 0),
(8718, 1215589275, 1, 1, 222, 1432012016, 0, 0, 9, 20),
(8719, 1215589289, 3, 2, 100, 1988651875, 0, 0, 6, 0),
(8720, 1215589304, 2, 3, 99, 1532110674, 0, 0, 2, 15),
(8721, 1215589351, 2, 2, 67, 1335535911, 0, 0, 7, 0),
(8722, 1215589367, 1, 2, 56, 1311869888, 0, 0, 6, 0),
(8723, 1215589379, 3, 2, 56, 1497092510, 0, 0, 6, 0),
(8724, 1215589381, 2, 2, 101, 1445520964, 1, 2, 6, 0),
(8725, 1215589384, 3, 2, 56, 1292423914, 0, 0, 6, 0),
(8726, 1215589398, 2, 2, 185, -1022049661, 0, 0, 7, 0),
(8727, 1215589399, 3, 2, 153, -614623228, 0, 0, 6, 0),
(8728, 1215589402, 2, 2, 233, 2064664823, 0, 0, 7, 0),
(8729, 1215589422, 3, 2, 225, 1172149691, 0, 0, 6, 0),
(8730, 1215589445, 2, 1, 185, 1311034338, 0, 0, 9, 23),
(8731, 1215589475, 3, 2, 179, -719974419, 0, 0, 6, 0),
(8732, 1215589502, 1, 2, 111, -613852363, 0, 0, 6, 0),
(8733, 1215589505, 3, 2, 185, 1489871264, 1, 2, 6, 0),
(8734, 1215589511, 2, 3, 99, 1299136921, 0, 0, 1, 12),
(8735, 1215589543, 2, 2, 43, 1295633302, 0, 0, 7, 0),
(8736, 1215589549, 3, 2, 67, 1429852965, 0, 0, 6, 0),
(8737, 1215589560, 5, 2, 99, -1008409190, 0, 0, 7, 0),
(8738, 1215589563, 3, 2, 67, 1478460510, 0, 0, 6, 0),
(8739, 1215589570, 2, 3, 103, 1024581732, 0, 0, 2, 1),
(8740, 1215589614, 2, 2, 153, 1986361075, 1, 4, 6, 0),
(8741, 1215589621, 3, 2, 185, 1475717721, 1, 2, 6, 0),
(8742, 1215589621, 3, 2, 22, 1317077777, 0, 0, 6, 0),
(8743, 1215589631, 3, 2, 56, 1529570532, 0, 0, 7, 0),
(8744, 1215589647, 3, 2, 0, -1407687874, 0, 0, 6, 0),
(8745, 1215589648, 2, 2, 99, 1505393595, 0, 0, 7, 0),
(8746, 1215589655, 2, 2, 152, -1113029217, 0, 0, 6, 0),
(8747, 1215589662, 2, 2, 134, 1371571812, 0, 0, 7, 0),
(8748, 1215589673, 2, 2, 185, 1504919623, 0, 0, 7, 0),
(8749, 1215589689, 2, 2, 99, -1034408620, 0, 0, 7, 0),
(8750, 1215589740, 2, 2, 185, 1384788584, 1, 2, 6, 0),
(8751, 1215589741, 3, 2, 153, 1009943055, 1, 4, 6, 0),
(8752, 1215589750, 2, 3, 77, 1378678789, 0, 0, 2, 15),
(8753, 1215589750, 3, 2, 48, -561327965, 0, 0, 6, 0),
(8754, 1215589772, 3, 2, 77, 1353740482, 0, 0, 6, 0),
(8755, 1215589787, 2, 2, 77, 1546157536, 0, 0, 7, 0),
(8756, 1215589788, 2, 2, 99, 1430431903, 0, 0, 7, 0),
(8757, 1215589799, 3, 2, 103, 1976123929, 0, 0, 6, 0),
(8758, 1215589814, 2, 2, 139, 1333656190, 1, 4, 6, 0),
(8759, 1215589837, 3, 2, 103, 1001691969, 0, 0, 7, 0),
(8760, 1215589841, 5, 2, 77, 1452483009, 0, 0, 7, 0),
(8761, 1215589858, 3, 2, 226, -1103059086, 0, 0, 6, 0),
(8762, 1215589861, 2, 3, 99, 1430441126, 0, 0, 2, 15),
(8763, 1215589883, 5, 2, 174, -730147325, 0, 0, 7, 0),
(8764, 1215589885, 3, 2, 185, 1389163034, 0, 0, 6, 0),
(8765, 1215589892, 2, 2, 103, 1976123725, 1, 2, 6, 0),
(8766, 1215589904, 3, 2, 185, 1406935517, 0, 0, 6, 0),
(8767, 1215589919, 2, 2, 67, 1359603860, 0, 0, 7, 0),
(8768, 1215589925, 3, 2, 210, 2098945621, 0, 0, 6, 0),
(8769, 1215589929, 2, 2, 217, 1491784016, 0, 0, 7, 0),
(8770, 1215589933, 2, 2, 67, 1429686388, 0, 0, 7, 0),
(8771, 1215589943, 2, 2, 15, -1892521106, 0, 0, 7, 0),
(8772, 1215589956, 3, 2, 18, 1535637864, 1, 2, 6, 0),
(8773, 1215589958, 3, 2, 67, 1429365036, 0, 0, 6, 0),
(8774, 1215589958, 5, 2, 222, -738105303, 0, 0, 7, 0),
(8775, 1215589979, 2, 3, 185, 1509471419, 0, 0, 2, 15),
(8776, 1215590002, 2, 1, 103, 2057587684, 0, 0, 9, 27),
(8777, 1215590005, 2, 2, 108, 1459729011, 0, 0, 7, 0),
(8778, 1215590007, 2, 2, 210, 977289113, 0, 0, 7, 0),
(8779, 1215590037, 2, 3, 103, -757836446, 0, 0, 2, 15),
(8780, 1215590058, 2, 2, 56, 1437929619, 0, 0, 7, 0),
(8781, 1215590061, 3, 2, 217, 1491663395, 0, 0, 6, 0),
(8782, 1215590069, 2, 2, 67, 1477845199, 0, 0, 7, 0),
(8783, 1215590075, 2, 3, 36, 1476191010, 0, 0, 2, 15),
(8784, 1215590091, 3, 2, 0, 171971891, 0, 0, 6, 0),
(8785, 1215590097, 2, 2, 67, 1306533209, 0, 0, 7, 0),
(8786, 1215590146, 2, 2, 103, 1975977326, 0, 0, 7, 0),
(8787, 1215590146, 2, 2, 56, 1470225171, 0, 0, 7, 0),
(8788, 1215590147, 2, 1, 185, 1334580752, 0, 0, 9, 51),
(8789, 1215590149, 3, 2, 48, 2034097693, 0, 0, 6, 0),
(8790, 1215590157, 3, 2, 67, 1395222912, 0, 0, 6, 0),
(8791, 1215590174, 3, 2, 13, -1092602849, 0, 0, 6, 0),
(8792, 1215590184, 2, 1, 185, 1047929702, 0, 0, 9, 51),
(8793, 1215590196, 2, 2, 13, -1098153072, 0, 0, 7, 0),
(8794, 1215590207, 2, 2, 67, 1478289338, 0, 0, 7, 0),
(8795, 1215590252, 3, 2, 185, -653646142, 0, 0, 6, 0),
(8796, 1215590302, 3, 2, 103, 996091294, 1, 2, 6, 0),
(8797, 1215590324, 2, 2, 222, -732498391, 0, 0, 7, 0),
(8798, 1215590350, 3, 2, 179, 1559909083, 0, 0, 7, 0),
(8799, 1215590369, 3, 2, 134, -993113541, 0, 0, 6, 0),
(8800, 1215590383, 3, 2, 185, 1507774734, 0, 0, 6, 0),
(8801, 1215590384, 3, 2, 46, -908120327, 0, 0, 6, 0),
(8802, 1215590387, 3, 2, 48, 1996554844, 0, 0, 6, 0),
(8803, 1215590399, 2, 3, 100, 2107790709, 0, 0, 2, 15),
(8804, 1215590425, 2, 1, 174, 1392771708, 0, 0, 9, 27),
(8805, 1215590425, 2, 2, 185, 1539891201, 0, 0, 7, 0),
(8806, 1215590428, 3, 2, 119, -873714099, 0, 0, 6, 0),
(8807, 1215590453, 2, 2, 161, -1045605887, 0, 0, 7, 0),
(8808, 1215590454, 5, 3, 99, 1045292270, 0, 0, 2, 13),
(8809, 1215590465, 2, 2, 24, 1297450048, 0, 0, 7, 0),
(8810, 1215590470, 5, 3, 174, 1473091173, 0, 0, 2, 15),
(8811, 1215590475, 2, 3, 99, 1370901575, 0, 0, 2, 15),
(8812, 1215590477, 2, 2, 56, 1418062198, 0, 0, 7, 0),
(8813, 1215590478, 3, 2, 185, 1565607783, 1, 3, 6, 0),
(8814, 1215590495, 3, 2, 103, -894329921, 1, 2, 6, 0),
(8815, 1215590503, 3, 2, 67, -2100406237, 0, 0, 6, 0),
(8816, 1215590504, 2, 2, 77, 1368976451, 0, 0, 7, 0),
(8817, 1215590539, 5, 2, 136, -652566328, 0, 0, 9, 9),
(8818, 1215590541, 2, 3, 222, -1054262202, 0, 0, 2, 15),
(8819, 1215590543, 2, 2, 67, 1429553272, 0, 0, 7, 0),
(8820, 1215590544, 2, 2, 56, 1471695922, 0, 0, 6, 0),
(8821, 1215590552, 2, 2, 185, 1412719466, 1, 3, 7, 0),
(8822, 1215590572, 2, 2, 161, -720287667, 0, 0, 7, 0),
(8823, 1215590591, 5, 2, 77, -712647468, 0, 0, 7, 0),
(8824, 1215590601, 1, 2, 103, 996247582, 0, 0, 6, 0),
(8825, 1215590603, 3, 2, 56, 1464779313, 0, 0, 6, 0),
(8826, 1215590604, 3, 2, 30, -932585793, 0, 0, 6, 0),
(8827, 1215590614, 3, 2, 48, 1035639426, 0, 0, 7, 0),
(8828, 1215590616, 3, 2, 77, 1369341389, 0, 0, 6, 0),
(8829, 1215590619, 3, 2, 99, 1449490569, 0, 0, 6, 0),
(8830, 1215590635, 3, 2, 103, 1001563131, 1, 2, 6, 0),
(8831, 1215590654, 3, 2, 222, -711273276, 1, 2, 6, 0),
(8832, 1215590658, 3, 2, 67, 1429928690, 0, 0, 6, 0),
(8833, 1215590661, 5, 2, 174, -711015328, 0, 0, 7, 0),
(8834, 1215590664, 2, 3, 130, 1403717895, 0, 0, 2, 15),
(8835, 1215590682, 2, 3, 225, 1093427042, 0, 0, 2, 15),
(8836, 1215590692, 2, 4, 48, 1018205765, 0, 0, 0, 0),
(8837, 1215590694, 5, 2, 77, 1523876626, 0, 0, 7, 0),
(8838, 1215590708, 2, 2, 77, 1364065993, 0, 0, 7, 0),
(8839, 1215590719, 3, 2, 77, 1453494649, 0, 0, 6, 0),
(8840, 1215590776, 3, 2, 46, -1101870809, 0, 0, 6, 0),
(8841, 1215590780, 2, 2, 185, 1389163314, 0, 0, 7, 0),
(8842, 1215590801, 2, 2, 67, 1395870767, 0, 0, 7, 0),
(8843, 1215590808, 3, 2, 102, 1493243201, 1, 2, 6, 0),
(8844, 1215590809, 3, 2, 67, 1476473607, 0, 0, 6, 0),
(8845, 1215590824, 2, 3, 48, 1018195818, 0, 0, 2, 15),
(8846, 1215590827, 2, 3, 99, 1501846825, 0, 0, 2, 15),
(8847, 1215590856, 2, 2, 225, 1218535137, 0, 0, 7, 0),
(8848, 1215590882, 5, 2, 185, 1346392893, 0, 0, 7, 0),
(8849, 1215590908, 2, 1, 185, -723776251, 0, 0, 9, 2),
(8850, 1215590909, 5, 4, 99, 1423977412, 0, 0, 0, 0),
(8851, 1215590942, 3, 2, 230, -1094087798, 0, 0, 6, 0),
(8852, 1215590958, 5, 2, 67, 1476407662, 0, 0, 7, 0),
(8853, 1215590965, 3, 2, 185, 1504840342, 0, 0, 7, 0),
(8854, 1215590968, 4, 2, 102, -736531519, 0, 0, 7, 0),
(8855, 1215590970, 2, 2, 108, 1459998809, 0, 0, 7, 0),
(8856, 1215590975, 2, 1, 185, 1307796233, 0, 0, 9, 22),
(8857, 1215591002, 2, 4, 240, 703886282, 0, 0, 0, 0),
(8858, 1215591047, 2, 2, 108, 1460690575, 0, 0, 7, 0),
(8859, 1215591061, 3, 2, 185, -649735058, 0, 0, 6, 0),
(8860, 1215591070, 3, 2, 0, -1062731419, 1, 2, 6, 0),
(8861, 1215591088, 3, 2, 230, -1104865155, 0, 0, 6, 0),
(8862, 1215591120, 3, 2, 46, -908598800, 0, 0, 6, 0),
(8863, 1215591125, 2, 2, 49, -1102829114, 0, 0, 7, 0),
(8864, 1215591126, 2, 2, 132, 1314189382, 0, 0, 7, 0),
(8865, 1215591131, 3, 2, 217, -1047760862, 0, 0, 6, 0),
(8866, 1215591134, 2, 2, 15, -1045734970, 0, 0, 7, 0),
(8867, 1215591138, 1, 2, 152, -1111449823, 0, 0, 6, 0),
(8868, 1215591153, 3, 2, 222, -1053099246, 1, 2, 6, 0),
(8869, 1215591164, 2, 2, 185, 1441354754, 0, 0, 7, 0),
(8870, 1215591169, 3, 2, 102, 1337355324, 0, 0, 6, 0),
(8871, 1215591173, 5, 2, 217, 1319499620, 0, 0, 7, 0),
(8872, 1215591180, 3, 2, 134, -992394547, 0, 0, 6, 0),
(8873, 1215591181, 2, 3, 24, 1317015583, 0, 0, 2, 15),
(8874, 1215591188, 3, 2, 56, 1413104175, 0, 0, 6, 0),
(8875, 1215591198, 2, 2, 108, 1379104012, 0, 0, 7, 0),
(8876, 1215591204, 5, 2, 67, 1396405371, 0, 0, 7, 0),
(8877, 1215591206, 3, 2, 49, -1102859395, 0, 0, 6, 0),
(8878, 1215591231, 2, 2, 94, 983121793, 0, 0, 6, 0),
(8879, 1215591231, 3, 2, 185, 1308080758, 0, 0, 6, 0),
(8880, 1215591255, 3, 2, 67, 1395801226, 0, 0, 6, 0),
(8881, 1215591261, 3, 2, 185, 1522344764, 0, 0, 6, 0),
(8882, 1215591272, 3, 2, 99, 1501880156, 0, 0, 6, 0),
(8883, 1215591296, 3, 2, 103, -593708773, 0, 0, 6, 0),
(8884, 1215591316, 3, 2, 233, -553874680, 0, 0, 6, 0),
(8885, 1215591329, 2, 2, 0, 1550068402, 0, 0, 7, 0),
(8886, 1215591352, 3, 2, 13, -1095705381, 0, 0, 6, 0),
(8887, 1215591355, 3, 2, 217, 1492170577, 1, 5, 6, 0),
(8888, 1215591361, 2, 2, 185, 1506805294, 0, 0, 7, 0),
(8889, 1215591388, 3, 2, 61, 702354430, 0, 0, 6, 0),
(8890, 1215591395, 3, 2, 108, -1758450737, 0, 0, 6, 0),
(8891, 1215591405, 3, 2, 56, 1496364261, 0, 0, 7, 0),
(8892, 1215591413, 3, 2, 67, 1495115967, 0, 0, 6, 0),
(8893, 1215591420, 3, 2, 152, -935816465, 0, 0, 6, 0),
(8894, 1215591422, 1, 2, 38, 1279367020, 0, 0, 6, 0),
(8895, 1215591423, 2, 2, 162, 1412526293, 0, 0, 7, 0),
(8896, 1215591452, 2, 4, 185, 1403482187, 0, 0, 0, 0),
(8897, 1215591453, 1, 2, 21, -902297681, 0, 0, 6, 0),
(8898, 1215591469, 3, 2, 152, -935190241, 0, 0, 6, 0),
(8899, 1215591520, 2, 2, 67, 1305550054, 0, 0, 7, 0),
(8900, 1215591521, 3, 2, 22, 1310074346, 0, 0, 6, 0),
(8901, 1215591525, 3, 2, 185, 1481954322, 1, 2, 6, 0),
(8902, 1215591536, 2, 2, 63, 1384321780, 0, 0, 7, 0),
(8903, 1215591538, 2, 2, 102, 1046127141, 0, 0, 7, 0),
(8904, 1215591540, 3, 2, 77, -1016886782, 0, 0, 6, 0),
(8905, 1215591573, 3, 2, 185, -1049791881, 0, 0, 6, 0),
(8906, 1215591580, 2, 2, 67, 1344219703, 0, 0, 7, 0),
(8907, 1215591586, 3, 2, 56, 1509249760, 0, 0, 6, 0),
(8908, 1215591591, 2, 2, 222, 1534875121, 0, 0, 6, 0),
(8909, 1215591591, 3, 2, 174, 1394480027, 0, 0, 6, 0),
(8910, 1215591598, 2, 2, 67, 1477181179, 0, 0, 7, 0),
(8911, 1215591607, 3, 2, 48, 976686671, 0, 0, 6, 0),
(8912, 1215591632, 3, 2, 49, -1098883360, 1, 3, 6, 0),
(8913, 1215591642, 3, 2, 102, 1539376568, 1, 2, 6, 0),
(8914, 1215591645, 3, 2, 217, 1492769009, 0, 0, 6, 0),
(8915, 1215591670, 3, 2, 67, 1334845378, 0, 0, 6, 0),
(8916, 1215591678, 2, 2, 67, 1396247307, 0, 0, 7, 0),
(8917, 1215591691, 2, 2, 152, -1113708808, 0, 0, 6, 0),
(8918, 1215591694, 3, 2, 67, 1476918126, 1, 4, 6, 0),
(8919, 1215591700, 1, 2, 0, -1062725058, 0, 0, 6, 0),
(8920, 1215591708, 3, 2, 192, 985037831, 0, 0, 6, 0),
(8921, 1215591718, 3, 2, 99, -1019736355, 0, 0, 7, 0),
(8922, 1215591725, 5, 2, 67, 1477367682, 0, 0, 7, 0),
(8923, 1215591733, 3, 2, 67, 1395384312, 0, 0, 6, 0),
(8924, 1215591746, 3, 2, 67, 1396390614, 0, 0, 6, 0),
(8925, 1215591753, 3, 2, 185, -737185065, 1, 2, 6, 0),
(8926, 1215591757, 3, 2, 48, 2032373409, 1, 2, 6, 0),
(8927, 1215591768, 1, 4, 185, 1040565638, 0, 0, 0, 0),
(8928, 1215591769, 2, 2, 225, 1249788287, 1, 2, 6, 0),
(8929, 1215591769, 3, 2, 103, 2046133745, 1, 4, 6, 0),
(8930, 1215591790, 2, 2, 67, 1042654346, 0, 0, 7, 0),
(8931, 1215591795, 3, 2, 48, 2062566962, 0, 0, 6, 0),
(8932, 1215591804, 3, 2, 67, 1395263797, 1, 4, 6, 0),
(8933, 1215591816, 3, 2, 103, -578414267, 1, 2, 6, 0),
(8934, 1215591829, 3, 2, 108, 1379217255, 0, 0, 6, 0),
(8935, 1215591834, 2, 2, 103, 1001532302, 0, 0, 7, 0),
(8936, 1215591843, 2, 2, 185, 1308025494, 0, 0, 7, 0),
(8937, 1215591845, 3, 2, 152, -1113792964, 0, 0, 6, 0),
(8938, 1215591865, 2, 2, 185, 1506824311, 0, 0, 7, 0),
(8939, 1215591876, 2, 3, 185, 1372066974, 0, 0, 2, 15),
(8940, 1215591893, 3, 2, 48, 2064224505, 0, 0, 7, 0),
(8941, 1215591900, 2, 3, 0, 1568690273, 0, 0, 2, 15),
(8942, 1215591908, 2, 2, 67, 1395839145, 0, 0, 7, 0),
(8943, 1215591925, 5, 2, 67, 1478053998, 0, 0, 7, 0),
(8944, 1215591982, 3, 2, 217, 1433296054, 0, 0, 6, 0),
(8945, 1215591982, 2, 2, 210, 973760249, 0, 0, 7, 0),
(8946, 1215591997, 2, 2, 185, 1504250539, 1, 3, 7, 0),
(8947, 1215592002, 2, 3, 99, 1348660931, 0, 0, 2, 15),
(8948, 1215592026, 3, 2, 67, 1478459776, 0, 0, 6, 0),
(8949, 1215592028, 2, 2, 77, 1369301841, 0, 0, 7, 0),
(8950, 1215592028, 2, 2, 38, 1096683322, 0, 0, 7, 0),
(8951, 1215592040, 3, 2, 56, -718828796, 0, 0, 6, 0),
(8952, 1215592056, 3, 2, 210, 2098942387, 0, 0, 6, 0),
(8953, 1215592067, 2, 2, 152, -1114714774, 1, 2, 6, 0),
(8954, 1215592068, 2, 2, 174, 1337477938, 0, 0, 7, 0),
(8955, 1215592070, 2, 2, 56, 1419721449, 0, 0, 7, 0),
(8956, 1215592072, 3, 2, 217, 1491076889, 1, 3, 6, 0),
(8957, 1215592082, 5, 3, 31, -1123616078, 0, 0, 2, 15),
(8958, 1215592094, 3, 2, 0, 1570511284, 0, 0, 6, 0),
(8959, 1215592106, 3, 2, 61, 702353862, 0, 0, 6, 0),
(8960, 1215592113, 5, 2, 185, 1489538072, 0, 0, 6, 0),
(8961, 1215592119, 2, 2, 99, 1348634985, 0, 0, 7, 0),
(8962, 1215592128, 2, 2, 15, 1299605203, 1, 5, 6, 0),
(8963, 1215592133, 2, 2, 99, 1502024768, 0, 0, 7, 0),
(8964, 1215592181, 2, 2, 225, 1249788346, 1, 2, 6, 0),
(8965, 1215592200, 2, 2, 67, 1429311624, 1, 2, 6, 0),
(8966, 1215592203, 3, 2, 185, -1054754542, 1, 2, 6, 0),
(8967, 1215592216, 2, 2, 67, 1343791254, 0, 0, 7, 0),
(8968, 1215592249, 5, 2, 99, 1490143747, 0, 0, 7, 0),
(8969, 1215592252, 2, 2, 185, 1049889411, 0, 0, 7, 0),
(8970, 1215592254, 2, 2, 13, -1098288987, 0, 0, 7, 0),
(8971, 1215592294, 2, 2, 161, 1473338053, 0, 0, 7, 0),
(8972, 1215592298, 5, 2, 185, 1372066886, 0, 0, 7, 0),
(8973, 1215592308, 3, 2, 185, -1035784474, 1, 4, 6, 0),
(8974, 1215592326, 3, 2, 230, -934829567, 0, 0, 6, 0),
(8975, 1215592332, 3, 2, 103, 1022598812, 1, 4, 6, 0),
(8976, 1215592333, 2, 2, 67, 1403356487, 0, 0, 7, 0),
(8977, 1215592342, 2, 2, 139, 1333655522, 0, 0, 6, 0),
(8978, 1215592356, 2, 2, 210, 2098787428, 0, 0, 7, 0),
(8979, 1215592363, 2, 2, 225, 1174814577, 0, 0, 7, 0),
